lotID,name,deleted,winner,dateCreated,players,key,dateEnded,HasRatingChangedDueToResult,wlnetGameID
5649391675244544,Deadman's ladder : Ryiro vs Jefferspin,False,5668600916475904,2015-02-28T16:02:12,"[5668600916475904L, 5700305828184064L]",5071522616049664,2015-02-28T16:12:13,True,8148093
5649391675244544,Deadman's ladder : Muten Rōshi vs somene...,False,5722646637445120,2015-03-02T14:15:27,"[5722646637445120L, 6295518502191104L]",5085604337418240,2015-03-02T14:35:28,True,8162055
5649391675244544,Deadman's ladder : The Dark Knight vs Ar...,False,5105650963054592,2015-03-05T07:15:27,"[6295518502191104L, 5105650963054592L]",5086100271923200,2015-03-05T07:39:38,True,8181195
5649391675244544,Deadman's ladder : somenewguy vs master ...,False,6295518502191104,2015-03-03T13:08:00,"[6295518502191104L, 5741031244955648L]",5091364022779904,2015-03-03T13:38:02,True,8168550
5649391675244544,Deadman's ladder : Arkanton vs Lolowut •...,False,5105650963054592,2015-03-06T22:26:30,"[5105650963054592L, 5757334940811264L]",5098030885765120,2015-03-06T23:06:37,True,8192938
5649391675244544,Deadman's ladder : somenewguy vs Krzychu...,True,6295518502191104,2015-03-03T10:07:44,"[6295518502191104L, 5076495651307520L]",5109799364591616,,True,8167889
5649391675244544,Deadman's ladder : Ryiro vs Krzychu...,False,5076495651307520,2015-03-09T11:40:35,"[5668600916475904L, 5076495651307520L]",5113880120393728,2015-03-09T12:10:40,True,8209683
5649391675244544,Deadman's ladder : somenewguy vs Arkanto...,False,6295518502191104,2015-03-02T07:51:18,"[6295518502191104L, 5105650963054592L]",5119667588825088,2015-03-02T08:21:52,True,8160579
5649391675244544,Deadman's ladder : master of desaster vs...,False,5741031244955648,2015-02-28T16:07:14,"[5741031244955648L, 5639445604728832L]",5124589889781760,2015-02-28T16:08:36,True,8148113
5649391675244544,Deadman's ladder : Master of the Dead vs...,False,5639445604728832,2015-03-07T07:28:54,"[5639445604728832L, 5631986051842048L]",5126463837700096,2015-03-07T07:44:54,True,8195017
5649391675244544,Deadman's ladder : Warlight God vs The T...,True,5631986051842048,2015-03-07T07:18:01,"[5752754626625536L, 5631986051842048L]",5136307634307072,,True,8194994
5649391675244544,Deadman's ladder : Master of the Dead vs...,False,5639445604728832,2015-03-02T06:32:06,"[5639445604728832L, 6295518502191104L]",5137355874762752,2015-03-02T07:04:53,True,8160425
5649391675244544,Deadman's ladder : Muten Rōshi vs ♆♆♆ Re...,False,5722646637445120,2015-02-28T17:42:23,"[5722646637445120L, 5101298819006464L]",5144752345317376,2015-02-28T18:02:24,True,8148675
5649391675244544,Deadman's ladder : Doga vs Master of the...,False,5639445604728832,2015-03-02T05:18:38,"[5659313586569216L, 5639445604728832L]",5147289865682944,2015-03-02T05:44:47,True,8160278
5649391675244544,Deadman's ladder : 125ch209 vs Hennns...,False,5676830073815040,2015-03-08T15:15:26,"[6280221439295488L, 5676830073815040L]",5149586599444480,2015-03-08T15:55:36,True,8203886
5649391675244544,Deadman's ladder : master of desaster vs...,False,5741031244955648,2015-03-08T14:05:08,"[5741031244955648L, 5760820306771968L]",5154321532452864,2015-03-08T14:35:12,True,8203451
5649391675244544,Deadman's ladder : Glamorous❤ vs Krzychu...,False,5076495651307520,2015-03-03T09:47:42,"[6227198725849088L, 5076495651307520L]",5161210659995648,2015-03-03T10:07:43,True,8167818
5649391675244544,Deadman's ladder : The Dark Knight vs ma...,False,5741031244955648,2015-03-07T21:41:43,"[6295518502191104L, 5741031244955648L]",5163657986048000,2015-03-07T22:01:45,True,8199545
5649391675244544,Deadman's ladder : Krzychu vs Don [ Ω ]...,False,5076495651307520,2015-03-09T07:49:36,"[5076495651307520L, 6289557892890624L]",5167132077719552,2015-03-09T08:19:40,True,8208955
5649391675244544,Deadman's ladder : Doga vs Glamorous❤...,False,5659313586569216,2015-02-28T23:57:25,"[5659313586569216L, 6227198725849088L]",5169618595348480,2015-03-01T00:11:37,True,8151460
5649391675244544,Deadman's ladder : Krzychu vs Beren Erch...,True,5142291060621312,2015-03-13T14:30:04,"[5076495651307520L, 5142291060621312L]",5170986005561344,,True,8239178
5649391675244544,Deadman's ladder : The Dark Knight vs Th...,False,6295518502191104,2015-03-05T06:38:29,"[6295518502191104L, 4804129360707584L]",5176457257025536,2015-03-05T07:13:51,True,8181086
5649391675244544,Deadman's ladder : Beren Erchamion vs Kr...,False,5076495651307520,2015-03-19T22:41:27,"[5142291060621312L, 5076495651307520L]",5176769984331776,2015-03-19T23:11:34,True,8285536
5649391675244544,Deadman's ladder : Darkpie vs master of desaster,False,5741031244955648,2015-02-28T15:02:06,"[5644406560391168L, 5741031244955648L]",5178081291534336,2015-02-28T15:32:09,True,8147771
